交易号                  ,商户订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     
"20171112391121611331 	","                    	",2017/11/12 5:51,                    ,2017/11/12 5:51,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.11-收益发放 ,0.13,收入      ,交易成功    ,0,0,                    ,已收入      
"2017111121001004335215111578	","981711116832003295920	",2017/11/11 11:27,2017/11/11 11:27,2017/11/11 11:27,其他（包括阿里巴巴和外部商家）,即时到账交易          ,屈臣氏(星罗城购物广场)    ,barcode             ,466,支出      ,交易成功    ,0,0,                    ,已支出      
"20171111385608103331 	","                    	",2017/11/11 9:28,                    ,2017/11/11 9:28,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.10-收益发放 ,0.13,收入      ,交易成功    ,0,0,                    ,已收入      
"2017111121001001335251927609	","T200P88984574215558587	",2017/11/11 0:00,2017/11/11 0:00,2017/11/19 11:04,淘宝        ,支付宝担保交易         ,博朗生活电器旗舰店       ,【双11狂欢价】Braun/博朗 MQ525多功能料理机宝宝婴儿辅食手持家用搅拌料理棒 等多件,398,支出      ,交易成功    ,0,0,                    ,已支出      
"2017111021001004330563807531	","17111020124944159102	",2017/11/10 19:16,2017/11/10 19:16,2017/11/10 19:16,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,快吉客（潮白店）外卖订单        ,12.9,支出      ,交易成功    ,0,0,                    ,已支出      
"2017111021001004335205407799	","TQP004330a27bb8ab96ac4823a2db404769e2c497	",2017/11/10 11:55,2017/11/10 11:55,2017/11/10 11:55,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张根平             ,收款                  ,11.31,支出      ,交易成功    ,0,0,                    ,已支出      
"20171110200040011100330040801461	","20171110299751069302048714692408	",2017/11/10 8:55,2017/11/10 8:55,2017/11/10 8:55,支付宝网站     ,即时到账交易          ,岩岩(张岩岩)         ,转账                  ,5,支出      ,交易成功    ,0,0,转账                  ,已支出      
"20171110376484031331 	","                    	",2017/11/10 5:30,                    ,2017/11/10 5:30,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.09-收益发放 ,0.14,收入      ,交易成功    ,0,0,                    ,已收入      
"20171110310500101000330048500584	","20171110310500501000330028945981	",2017/11/10 2:07,2017/11/10 2:07,2017/11/10 2:07,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,6,        ,交易成功    ,0,0,                    ,资金转移     
"2017110921001004330549822718	","17110920124449777102	",2017/11/9 20:10,2017/11/9 20:10,2017/11/9 20:10,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,燕荟屋外卖订单             ,12.11,支出      ,交易成功    ,0,0,                    ,已支出      
"2017110921001004330549597492	","17110920124114768901	",2017/11/9 11:25,2017/11/9 11:25,2017/11/9 11:25,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,骨货仔（五道口店）外卖订单       ,10.9,支出      ,交易成功    ,0,0,                    ,已支出      
"2017110929020848330137116817	","                    	",2017/11/9 9:38,2017/11/9 9:38,2017/11/9 9:38,支付宝网站     ,即时到账交易          ,花呗              ,自动还款-花呗2017年11月账单   ,138.41,        ,还款成功    ,0,0,                    ,资金转移     
"20171109200040011100960042207542	","20171109603536221972485860588901	",2017/11/9 8:59,2017/11/9 8:59,2017/11/9 8:59,支付宝网站     ,即时到账交易          ,岩岩              ,手抓饼                 ,6,收入      ,交易成功    ,0,0,手抓饼                 ,已收入      
"2017110921001004335279775067	","TQP001330b8c44f6acf30403a842941c1bf185917	",2017/11/9 8:44,2017/11/9 8:44,2017/11/9 8:44,其他（包括阿里巴巴和外部商家）,即时到账交易          ,收钱码店主           ,收钱码店主               ,12,支出      ,交易成功    ,0,0,                    ,已支出      
"20171109375682450331 	","                    	",2017/11/9 7:45,                    ,2017/11/9 7:45,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.08-收益发放 ,0.13,收入      ,交易成功    ,0,0,                    ,已收入      
"2017110821001004335269653766	","TQP001330fc33ca16b6a0433b8f7927ef5a37c4f3	",2017/11/8 20:14,2017/11/8 20:14,2017/11/8 20:14,其他（包括阿里巴巴和外部商家）,即时到账交易          ,山西面馆            ,山西面馆                ,10,支出      ,交易成功    ,0,0,                    ,已支出      
"2017110821001004335270670290	","TQP004330738a6eb6c4564e62b92873a51301fa00	",2017/11/8 19:19,2017/11/8 19:19,2017/11/8 19:19,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*井平             ,收款                  ,10,支出      ,交易成功    ,0,0,                    ,已支出      
"2017110821001004330549220201	","20171108182011646370	",2017/11/8 18:20,2017/11/8 18:20,2017/11/8 18:20,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联动优势科技有限公司      ,北京一卡通充值             ,50,支出      ,交易成功    ,0,0,                    ,已支出      
"2017110821001004335269452885	","17110820123773199031	",2017/11/8 14:53,2017/11/8 14:53,2017/11/8 14:53,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,超级会员订单:1000000007486199331,10,支出      ,交易成功    ,0,0,                    ,已支出      
"2017110821001004330548951552	","AL1012017110820310610421	",2017/11/8 9:21,2017/11/8 9:21,2017/11/8 9:21,其他（包括阿里巴巴和外部商家）,即时到账交易          ,微店              ,聪明豆认知读本             ,78,支出      ,交易成功    ,0,0,                    ,已支出      
"20171108373535635331 	","                    	",2017/11/8 6:24,                    ,2017/11/8 6:24,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.07-收益发放 ,0.14,收入      ,交易成功    ,0,0,                    ,已收入      
"20171108310500101000330047900191	","20171108310500501000330028675110	",2017/11/8 2:07,2017/11/8 2:07,2017/11/8 2:07,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,6,        ,交易成功    ,0,0,                    ,资金转移     
"20171107200040011100960040833786	","20171107110084121168306776806740	",2017/11/7 8:57,2017/11/7 8:57,2017/11/7 8:57,支付宝网站     ,即时到账交易          ,岩岩              ,转账                  ,6,收入      ,交易成功    ,0,0,转账                  ,已收入      
"20171107368500077331 	","                    	",2017/11/7 4:51,                    ,2017/11/7 4:51,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.06-收益发放 ,0.15,收入      ,交易成功    ,0,0,                    ,已收入      
"2017110621001004335236210709	","TQP00433057141615ff31481986ad4ee0169928c4	",2017/11/6 12:10,2017/11/6 12:10,2017/11/6 12:10,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张根平             ,收款                  ,12,支出      ,交易成功    ,0,0,                    ,已支出      
"2017110621001004335229473618	","TQP004330a2f084e1d8d94dd095412f487bdcaabe	",2017/11/6 12:07,2017/11/6 12:07,2017/11/6 12:08,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张根平             ,收款                  ,12,支出      ,交易成功    ,0,0,                    ,已支出      
"20171106366680525331 	","                    	",2017/11/6 6:17,                    ,2017/11/6 6:17,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.05-收益发放 ,0.15,收入      ,交易成功    ,0,0,                    ,已收入      
"2017110521001004335219041579	","150_1_800813C3AED3EEA_59FEC066	",2017/11/5 15:40,2017/11/5 15:40,2017/11/5 15:40,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京小桔科技有限公司      ,滴滴车费-车主             ,115.1,支出      ,交易成功    ,0,0,                    ,已支出      
"20171105365232346331 	","                    	",2017/11/5 7:47,                    ,2017/11/5 7:47,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.04-收益发放 ,0.15,收入      ,交易成功    ,0,0,                    ,已收入      
"2017110421001004335389071601	","150_1_800813C380DFBBF_59FD5381	",2017/11/4 13:43,2017/11/4 13:43,2017/11/4 13:43,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京小桔科技有限公司      ,滴滴车费-车主             ,23.1,支出      ,交易成功    ,0,0,                    ,已支出      
"20171104362683712331 	","                    	",2017/11/4 4:27,                    ,2017/11/4 4:27,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.03-收益发放 ,0.15,收入      ,交易成功    ,0,0,                    ,已收入      
"20171103200040011100330036245539	","20171103456054337348416395971729	",2017/11/3 16:15,2017/11/3 16:15,2017/11/3 16:15,支付宝网站     ,即时到账交易          ,妞子美(徐淑明)        ,转账                  ,1968,支出      ,交易成功    ,0,0,转账                  ,已支出      
"2017110321001004335272783309	","TQP0053302a2fb634a62346a3b3032724e7855338	",2017/11/3 11:55,2017/11/3 11:55,2017/11/3 11:55,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张根平             ,收款                  ,11.86,支出      ,交易成功    ,0,0,                    ,已支出      
"20171103358593891331 	","                    	",2017/11/3 9:16,                    ,2017/11/3 9:16,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.02-收益发放 ,0.15,收入      ,交易成功    ,0,0,                    ,已收入      
"20171102355024298331 	","                    	",2017/11/2 7:16,                    ,2017/11/2 7:16,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.11.01-收益发放 ,0.15,收入      ,交易成功    ,0,0,                    ,已收入      
"2017110121001004335261970905	","TQP005330af23dcec20a14b2eb79a0c3367d702b9	",2017/11/1 12:09,2017/11/1 12:09,2017/11/1 12:09,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张根平             ,收款                  ,12,支出      ,交易成功    ,0,0,                    ,已支出      
"20171101352515205331 	","                    	",2017/11/1 4:41,                    ,2017/11/1 4:41,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.10.31-收益发放 ,0.15,收入      ,交易成功    ,0,0,                    ,已收入      
"20171031350105977331 	","                    	",2017/10/31 7:45,                    ,2017/10/31 7:45,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.10.30-收益发放 ,0.15,收入      ,交易成功    ,0,0,                    ,已收入      
"20171030347278061331 	","                    	",2017/10/30 4:06,                    ,2017/10/30 4:06,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.10.29-收益发放 ,0.15,收入      ,交易成功    ,0,0,                    ,已收入      
"2017102921001001335212396885	","T200P82318585423558587	",2017/10/29 15:42,2017/10/29 15:42,2017/11/8 16:19,淘宝        ,支付宝担保交易         ,jingping2012jy  ,加厚塑料防滑搓衣板迷你洗衣板盆大号洗衣服搓板洗刷板罚跪用垫板,12.5,支出      ,交易成功    ,0,0,                    ,已支出      
"2017102921001001335205769279	","T200P82205775307558587	",2017/10/29 12:16,2017/10/29 12:17,2017/11/8 15:45,淘宝        ,支付宝担保交易         ,匠与艺             ,创意铁艺门后挂钩挂衣架衣帽架壁挂宿舍简易免钉挂衣架衣帽钩,10.9,支出      ,交易成功    ,0,0,                    ,已支出      
